course_id,course_name_en,course_name_th,course_abbrev,credit
2223484,JAPANESE FOR TOURISM,ภาษาญี่ปุ่นด้านการท่องเที่ยว,JP TOURISM,3
2224101,MALAY I,ภาษามาเลย์ 1,MALAY I,3
2224101,MALAY I,ภาษามาเลย์ 1,MALAY I,3
2224108,INDONESIAN I,ภาษาอินโดนีเซีย 1,INDONESIAN I,3
2224108,INDONESIAN I,ภาษาอินโดนีเซีย 1,INDONESIAN I,3
2224109,INDONESIAN II,ภาษาอินโดนีเซีย 2,INDONESIAN II,3
2224109,INDONESIAN II,ภาษาอินโดนีเซีย 2,INDONESIAN II,3
2224202,MALAY READING 1,การอ่านภาษามาเลย์,MALAY READING I,3
2226009,VIETNAMESE FOR COMMUNICATION,ภาษาเวียดนามเพื่อการสื่อสาร,VIET COMM,3
2226101,VIETNAMESE I,ภาษาเวียดนาม 1,VIETNAMESE I,3
2227001,BURMESE I,ภาษาพม่า 1,BURMESE I,3
2227002,BURMESE II,ภาษาพม่า 2,BURMESE II,3
2228101,ARABIC I,ภาษาอาหรับ 1,ARABIC I,3
2228101,ARABIC I,ภาษาอาหรับ 1,ARABIC I,3
2228105,ARABIC CONVERSATION I,การสนทนาภาษาอาหรับ 1,ARABIC CONVER I,3
2228105,ARABIC CONVERSATION I,การสนทนาภาษาอาหรับ 1,ARABIC CONVER I,3
2228105,ARABIC CONVERSATION I,การสนทนาภาษาอาหรับ 1,ARABIC CONVER I,3
2228203,ARAB CIVILIZATION,อารยธรรมอาหรับ,ARAB CIV,3
2228205,ARABIC FOR MEDICAL COMMUNICATION,ภาษาอาหรับเพื่อการสื่อสารด้านการแพทย์,ARAB MED COMM,3
2228205,ARABIC FOR MEDICAL COMMUNICATION,ภาษาอาหรับเพื่อการสื่อสารด้านการแพทย์,ARAB MED COMM,3
2232009,GERMAN FOR COMMUNICATION,ภาษาเยอรมันเพื่อการสื่อสาร,GER COMM,3
2232021,GERMAN FOR BEGINNERSI,ภาษาเยอรมันสำหรับผู้เริ่มเรียน 1,GER BEGINNERS I,3
2232253,GERMAN-SPEAKING COUNTRIES TODAY,ประเทศที่ใช้ภาษาเยอรมันเป็นภาษาราชการในปัจจุบัน,GER SPK CNTR TODAY,3
2232802,SEMINAR IN THEORIES OF LITERATURE AND LITERARY CRITICISM IN GERMANY,สัมมนาทฤษฎีวรรณคดีและวรรณคดีวิจารณ์ในเยอรมนี,SEM THEO LIT CRIT,3
2232802,SEMINAR IN THEORIES OF LITERATURE AND LITERARY CRITICISM IN GERMANY,สัมมนาทฤษฎีวรรณคดีและวรรณคดีวิจารณ์ในเยอรมนี,SEM THEO LIT CRIT,3
2232803,SELECTED TOPICS IN GERMAN LITERATURE,เรื่องคัดเฉพาะทางวรรณคดีเยอรมัน,TOP GER LIT,3
2232803,SELECTED TOPICS IN GERMAN LITERATURE,เรื่องคัดเฉพาะทางวรรณคดีเยอรมัน,TOP GER LIT,3
2232804,SELECTED TOPICS IN GERMAN LINGUISTICS OR GERMAN AS A FOREIGN LANGUAGE,เรื่องคัดเฉพาะทางภาษาศาสตร์เยอรมันหรือภาษาเยอรมันในฐานะภาษาต่างประเทศ,TOP GER LING GFL,3
2232804,SELECTED TOPICS IN GERMAN LINGUISTICS OR GERMAN AS A FOREIGN LANGUAGE,เรื่องคัดเฉพาะทางภาษาศาสตร์เยอรมันหรือภาษาเยอรมันในฐานะภาษาต่างประเทศ,TOP GER LING GFL,3
2232806,INDIVIDUAL STUDY,เอกัตศึกษา,INDIV STUD,3
2232828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2232894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2232897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2233011,SPANISH I,ภาษาสเปน 1,SPANISH I,3
2233011,SPANISH I,ภาษาสเปน 1,SPANISH I,3
2234101,ITALIAN I,ภาษาอิตาเลียน 1,ITALIAN I,3
2234102,ITALIAN II,ภาษาอิตาเลียน 2,ITALIAN II,3
2234201,ITALIAN III,ภาษาอิตาเลียน 3,ITALIAN III,3
2236101,RUSSIAN I,ภาษารัสเซีย 1,RUSSIAN I,3
2236301,RUSSIAN V,ภาษารัสเซีย 5,RUSSIAN V,3
2244101,CAMBODIAN I,ภาษาเขมร 1,CAMBODIAN I,3
2245101,LAO I,ภาษาลาว 1,LAO I,3
2300150,NATURAL SCIENCE,ธรรมชาติวิทยา,NATURAL SCIENCE,3
2300152,SCIENCE TODAY,วิทยาศาสตร์ในปัจจุบัน,SCIENCE TODAY,3
2300601,RESEARCH TECHNIQUES,เทคนิคการวิจัย,RESEARCH TECH,2
2300602,INTEGRATED CONCEPTS AND PHILOSOPHY IN BIOSICIENCE,แนวคิดแบบบูรณาการและปรัชญาด้านวิทยาศาสตร์ชีวภาพ,INT CON PHI BIOSCI,2
2300651,INNOVATION SYNTHESES I,การสังเคราะห์นวัตกรรม 1,INNO SYN I,3
2300652,INNOVATION SYNTHESES II,การสังเคราะห์นวัตกรรม 2,INNO SYN II,3
2300653,TECHNOLOGY COMMERCIALIZATION,พาณิชยกรรมเทคโนโลยี,TECH COMMERC,3
2300828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2300894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2300897,QUALIFYING EXAMINATION,สอบรวบยอด,QUALIFYING EXAM,0
2301101,CALCULUS I,\N,CALCULUS I,4
2301102,CALCULUS II,แคลคูลัส 2,CALCULUS II,4
2301103,CALCULUS I,แคลคูลัส 1,CALCULUS I,3
2301105,CALCULUS I,แคลคูลัส 1,CALCULUS I,4
2301107,CALCULUS I,แคลคูลัส 1,CALCULUS I,3
2301108,CALCULUS II,แคลคูลัส 2,CALCULUS II,3
2301113,CALCULUS I,แคลคูลัส 1,CALCULUS I,4
2301114,CALCULUS II,แคลคูลัส 2,CALCULUS II,3
2301115,CALCULUS FOR BUSINESS I,แคลคูลัสสำหรับธุรกิจ,CALCULUS BUS I,3
2301116,CALCULUS FOR BUSINESS II,แคลคูลัสสำหรับธุรกิจ 2,CALCULUS BUS II,3
2301117,CALCULUS I,\N,CALCULUS I,4
2301118,CALCULUS II,แคลคูลัส 2,CALCULUS II,4
2301119,CALCULUS FOR BUSINESS,แคลคูลัสสำหรับธุรกิจ,CAL BUS,4
2301145,ANALYTIC GEOMETRY,เรขาคณิตวิเคราะห์,ANAL GEOMETRY,3
2301170,COMPUTER AND PROGRAMMING,คอมพิวเตอร์และการโปรแกรม,COMP PROG,3
2301172,COMPUTER AND PROGRAMMING LABORATORY,ปฏิบัติการคอมพิวเตอร์และการโปรแกรม,COMP PROG LAB,1
2301181,FINANCIAL MATHEMATICAL MODELS,ตัวแบบคณิตศาสตร์ทางการเงิน,FIN MATH MODEL,3
2301203,CALCULUS III,แคลคูลัส 3,CALCULUS III,3
2301203,CALCULUS III,แคลคูลัส 3,CALCULUS III,3
2301204,CALCULUS IV,แคลคูลัส 4,CALCULUS IV,3
2301204,CALCULUS IV,\N,CALCULUS IV,3
2301207,CALCULUS III,แคลคูลัส 3,CALCULUS III,3
2301217,CALCULUS III,แคลคูลัส 3,CALCULUS III,3
2301217,CALCULUS III,แคลคูลัส 3,CALCULUS III,3
2301218,CALCULUS IV,แคลคูลัส 4,CALCULUS IV,3
2301218,CALCULUS IV,แคลคูลัส 4,CALCULUS IV,3
2301218,CALCULUS IV,แคลคูลัส 4,CALCULUS IV,3
2301221,PRINCIPLES OF MATHEMATICS I,หลักคณิตศาสตร์ 1,PRIN MATH I,3
2301222,PRINCIPLES OF MATHEMATICS II,หลักคณิตศาสตร์ 2,PRIN MATH II,3
2301223,MATHEMATICAL MODELS AND REASONING,ตัวแบบและการใช้เหตุผลเชิงคณิตศาสตร์,MATH MODEL REASON,3
2301224,PRINCIPLES OF MATHEMATICS,หลักคณิตศาสตร์,PRIN MATH,3
2301231,INTRODUCTION TO THEORY OF EQUANTIONS,\N,INTRO THEORY EQN,3
2301231,INTRODUCTION TO THEORY OF EQUANTIONS,ทฤษฎีสมการเบื้องต้น,INTRO THEORY EQN,3
2301231,INTRODUCTION TO THEORY OF EQUANTIONS,\N,INTRO THEORY EQN,3
2301232,DISCRETE MATHEMATICS AND ITS APPLICATIONS,คณิตศาสตร์ดีสครีตและการประยุกต์,DISCRETE MATH/APP,3
2301233,DISCRETE MATHEMATICS,คณิตศาสตร์ดิสครีต,DISCRETE MATH,3
2301234,LINEAR ALGEBRA I,พีชคณิตเชิงเส้น 1,LINEAR ALGEBRA I,3
2301234,LINEAR ALGEBRA I,พีชคณิตเชิงเส้น 1,LINEAR ALGEBRA I,3
2301234,LINEAR ALGEBRA I,พีชคณิตเชิงเส้น 1,LINEAR ALGEBRA I,3
2301234,LINEAR ALGEBRA I,พีชคณิตเชิงเส้น 1,LINEAR ALGEBRA I,3
2301242,GEOMETRY,เรขาคณิต,GEOMETRY,3
2301242,GEOMETRY,เรขาคณิต,GEOMETRY,3
2301247,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301247,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301247,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301247,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301268,COMPUTATIONAL MATHEMATICS,คณิตศาสตร์การคณนา,COMPUTATIONAL MATH,3
2301268,COMPUTATIONAL MATHEMATICS,คณิตศาสตร์การคณนา,COMPUTATIONAL MATH,3
2301286,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301286,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301286,PROBABILITY AND STATISTICS,ความน่าจะเป็นและสถิติ,PROB/STAT,3
2301302,MATHEMATICAL ANALYSIS,คณิตวิเคราะห์,MATH ANALYSIS,3
2301307,INTRODUCTION TO REAL ANALYSIS I,การวิเคราะห์เชิงจริงเบื้องต้น 1,INTRO REAL ANAL I,3
2301308,FUNCTIONS OF A COMPLEX VARIABLE,ฟังก์ชันของตัวแปรเชิงซ้อน,FN COMPLEX VAR,3
2301312,DIFFERENTIAL EQUATIONS,สมการเชิงอนุพันธ์,DIFF EQUATIONS,3
2301312,DIFFERENTIAL EQUATIONS,สมการดิฟเฟอเรนเชียล,DIFF EQUATIONS,3
2301312,DIFFERENTIAL EQUATIONS,สมการเชิงอนุพันธ์,DIFF EQUATIONS,3
2301314,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS,สมการเชิงอนุพันธ์ย่อยเบื้องต้น,INTRO PT DIFF EQ,3
2301314,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS,สมการเชิงอนุพันธ์ย่อยเบื้องต้น,INTRO PT DIFF EQ,3
2301314,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS,สมการเชิงอนุพันธ์ย่อยเบื้องต้น,INTRO PT DIFF EQ,3
2301321,COMBINATORICS AND GRAPH THEORY,คณิตศาสตร์เชิงการจัดและทฤษฎีกราฟ,COMBINA GRAPH THEO,3
2301321,COMBINATORICS AND GRAPH THEORY,คณิตศาสตร์เชิงการจัดและทฤษฎีกราฟ,COMBINA GRAPH THEO,3
2301321,COMBINATORICS AND GRAPH THEORY,คณิตศาสตร์เชิงการจัดและทฤษฎีกราฟ,COMBINA GRAPH THEO,3
2301321,COMBINATORICS AND GRAPH THEORY,คอมบิเนทริกและทฤษฏีกราฟ,COMBINA GRAPH THEO,3
2301323,NUMBER SYSTEMS,ระบบจำนวน,NUMBER SYSTEMS,3
2301331,THEORY OF NUMBERS,ทฤษฏีจำนวน,THEORY OF NUMBERS,3
2301331,THEORY OF NUMBERS,ทฤษฏีจำนวน,THEORY OF NUMBERS,3
2301331,THEORY OF NUMBERS,ทฤษฏีจำนวน,THEORY OF NUMBERS,3
2301335,LINEAR ALGEBRA,พืชคณิตเชิงเส้น,LINEAR ALGEBRA,4
2301336,LINEAR ALGEBRA II,พีชคณิตเชิงเส้น 2,LINEAR ALGEBRA II,3
2301336,LINEAR ALGEBRA II,พีชคณิตเชิงเส้น 2,LINEAR ALGEBRA II,3
2301337,ABSTRACT ALGEBRA I,พีชคณิตนามธรรม 1,ABST ALGEBRA I,3
2301338,ABSTRACT ALGEBRA II,พีชคณิตนามธรรม 2,ABST ALGEBRA II,3
2301338,ABSTRACT ALGEBRA II,พีชคณิตนามธรรม 2,ABST ALGEBRA II,3
2301363,OPERATIONS RESEARCH I,\N,OPERATIONS RES I,3
2301363,OPERATIONS RESEARCH I,การวิจัยดำเนินการ 1,OPERATIONS RES I,3
2301364,OPERATIONS RESEARCH II,การวิจัยดำเนินการ 2,OPERATIONS RES II,3
2301364,OPERATIONS RESEARCH II,\N,OPERATIONS RES II,3
2301366,NUMERICAL ANALYSIS,การวิเคราะห์เชิงตัวเลข,NUMERICAL ANALYSIS,3
2301366,NUMERICAL ANALYSIS,การวิเคราะห์เชิงตัวเลข,NUMERICAL ANALYSIS,3
2301381,PROBABILITY THEORY,ทฤษฏีความน่าจะเป็น,PROBABILITY THEORY,3
2301381,PROBABILITY THEORY,ทฤษฏีความน่าจะเป็น,PROBABILITY THEORY,3
2301381,PROBABILITY THEORY,ทฤษฎีความน่าจะเป็น,PROBABILITY THEORY,3
2301386,MATHEMATICAL FOUNDATION FOR INVESTMENT,รากฐานทางคณิตศาสตร์สำหรับการลงทุน,MATH FOUND INVEST,3
2301399,PROJECT PROPOSAL,การเสนอโครงงาน,PROJECT PROPOSAL,1
2301421,MATHEMATICAL LOGIC,คณิตตรรกศาสตร์,MATH LOGIC,3
2301421,MATHEMATICAL LOGIC,คณิตตรรกศาสตร์,MATH LOGIC,3
2301422,SET THEORY,ทฤษฏีเซต,SET THEORY,3
2301422,SET THEORY,ทฤษฏีเซต,SET THEORY,3
2301481,THEORY OF GAMES,\N,THEORY OF GAMES,3
2301481,THEORY OF GAMES,ทฤษฎีเกมส์,THEORY OF GAMES,3
2301489,WORKSHOP IN MATHEMATICAL CONCEPTS,ฝึกปฏิบัติการเกี่ยวกับแนวคิดทางคณิตศาสตร์,WRKSP MATH CONCPT,2
2301490,SEMINAR,สัมมนา,SEMINAR,1
2301499,SENIOR PROJECT,โครงงานวิทยาศาสตร์,SENIOR PROJECT,2
2301560,COMPUTER TOOLS IN MATHEMATICS,เครื่องมือทางคอมพิวเตอร์ในงานคณิตศาสตร์,COMP TOOLS MATH,2
2301560,COMPUTER TOOLS IN MATHEMATICS,เครื่องมือทางคอมพิวเตอร์ในงานคณิตศาสตร์,COMP TOOLS MATH,2
2301610,LINEAR AND MULTILINEAR ALGEBRA,พืชคณิตเชิงเส้นและเชิงหลายเส้น,LIN/MULTILIN ALG,3
2301610,LINEAR AND MULTILINEAR ALGEBRA,พืชคณิตเชิงเส้นและเชิงหลายเส้น,LIN/MULTILIN ALG,3
2301613,ABSTRACT ALGEBRA I,พืชคณิตนามธรรม 1,ABST ALGEBRA I,3
2301613,ABSTRACT ALGEBRA I,พืชคณิตนามธรรม 1,ABST ALGEBRA I,3
2301695,SPEICAL TOPICS IN COMPUTATIONAL SCIENCE,เรื่องพิเศษทางวิทยาการคณนา,SPEC COMPNL SCI,3
2302111,GENERAL CHEMISTRY I,\N,GEN CHEM I,3
2302112,GENERAL CHEMISTRY II,เคมีทั่วไป 2,GEN CHEM II,3
2302113,GENERAL CHEMISTRY LABORATORY,\N,GEN CHEM LAB,1
2302115,GENERAL CHEMISTRY LABORATORY I,ปฏิบัติการเคมีทั่วไป 1,GEN CHEM LAB I,1
2302116,GENERAL CHEMISTRY LABORATORY II,ปฏิบัติการเคมีทั่วไป 2,GEN CHEM LAB II,1
2302118,GENERAL CHEMISTRY,เคมีทั่วไป,GENERAL CHEMISTRY,2
2302127,GENERAL CHEMISTRY,วิชาเคมีทั่วไป,GEN CHEM,3
2302161,GENERAL CHEMISTRY,เคมีทั่วไป,GEN CHEM,3
2302163,GENERAL CHEMISTRY LABORATORY,ปฏิบัติการเคมีทั่วไป,GEN CHEM LAB,1
2302167,GENERAL CHEMISTRY,เคมีทั่วไป,GEN CHEM,3
2302168,ORGANIC CHEMISTRY,เคมีอินทรีย์,ORG CHEM,3
2302169,CHEMISTRY FOR MEDICAL STUDENTS,เคมีสำหรับนิสิตแพทย์,CHEM MED STUDT,3
2302170,ORGANIC CHEMISTRY,เคมีอินทรีย์,ORG CHEM,3
2302177,GENERAL CHEMISTRY,เคมีทั่วไป,GEN CHEM,4
2302178,CHEMISTRY LABOLATORY,ปฎิบัติการเคมี,CHEM LAB,1
2302179,CHEMISTRY LABORATORY FOR MEDICAL STUDENTS,ปฏิบัติการเคมีสำหรับนิสิตแพทย์,CHEM LAB MED STUDT,1
2302219,ORGANIC CHEMISTRY LABOLATORY,เคมีอินทรีย์ภาคปฏิบัติ,ORG CHEM LAB,1
2302219,ORGANIC CHEMISTRY LABOLATORY,เคมีอินทรีย์ภาคปฏิบัติ,ORG CHEM LAB,1
2302230,PHYSICAL CHEMISTRY,เคมีฟิสิกัล,PHYS CHEM,2
2302230,PHYSICAL CHEMISTRY,เคมีฟิสิกัล,PHYS CHEM,2
2302236,PHYSICAL CHEMISTRY,เคมีฟิลิกัล,PHYSICAL CHEMISTRY,2
2302240,ANALYTICAL CHEMISTRY,เคมีวิเคราะห์,ANAL CHEM,3
2302241,ANALYTICAL CHEMISTRY I (INTRODUCTION),เคมีวิเคราะห์ 1,ANAL CHEM I,3
2302241,ANALYTICAL CHEMISTRY I (INTRODUCTION),เคมีวิเคราะห์ 1,ANAL CHEM I,3
2302242,ANALYTICAL CHEMISTRY LABORATORY I,ปฏิบัติการเคมีวิเคราะห์ 1,ANAL CHEM LAB I,2
2302242,ANALYTICAL CHEMISTRY LABORATORY I,ปฏิบัติการเคมีวิเคราะห์ 1,ANAL CHEM LAB I,2
2302261,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,2
2302261,ORGANIC CHEMISTRY I,\N,ORG CHEM I,2
2302261,ORGANIC CHEMISTRY I,\N,ORG CHEM I,2
2302262,ORGANIC CHEMISTRY II,\N,ORG CHEM II,2
2302265,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,3
2302265,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,3
2302266,ORGANIC CHEMISTRY II,เคมีอินทรีย์ 2,ORG CHEM II,3
2302271,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,3
2302271,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,3
2302271,ORGANIC CHEMISTRY I,เคมีอินทรีย์ 1,ORG CHEM I,3
2302272,ORGANIC CHEMISTRY II,\N,ORG CHEM II,3
2302272,ORGANIC CHEMISTRY II,เคมีอินทรีย์ 2,ORG CHEM II,3
2302273,ORGANIC CHEMISTRY LABORATORY I,ปฏิบัติการเคมีอินทรีย์ 1,ORG CHEM LAB I,1
2302273,ORGANIC CHEMISTRY LABORATORY I,ปฏิบัติการเคมีอินทรีย์ 1,ORG CHEM LAB I,1
2302602,ADVANCED MATERIAL CHARACTERIZATION,การตรวจสอบลักษณะเฉพาะของวัสดุขั้นสูง,ADV MAT CHAR,3
2302651,INDUSTRIAL CHEMISTRY,เคมีอุตสาหกรรม,INDUS CHEM,3
2303101,GENERAL BIOLOGY I,\N,GEN BIO I,3
2303102,GENERAL BIOLOGY LABORATORY I,\N,GEN BIO LAB I,1
2303103,GENERAL BIOLOGY,\N,GEN BIO,3
2303104,GENERAL BIOLOGY LABORATORY,\N,GEN BIO LAB,1
2303105,GENERAL BIOLOGY,ชีววิทยา,GEN BIO,3
2303106,GENERAL BIOLOGY LABORATORY,ปฎิบัติการชีววิทยา,GEN BIO LAB,1
2303107,GENERAL BIOLOGY,ชีววิทยาทั่วไป,GENERAL BIOLOGY,3
2303108,GENERAL BIOLOGY LABORATORY,ปฏิบัติการชีววิทยาทั่วไป,GEN BIOL LAB,1
2303165,MAN AND ENVIRONMENT,มนุษย์กับสิ่งแวดล้อม,MAN & ENVIRONMENT,3
2303221,ECOLOGY,\N,ECOLOGY,3
2303221,ECOLOGY,นิเวศวิทยา,ECOLOGY,3
2303222,ECOLOGY LABORATORY,\N,ECOLOGY LAB,1
2303501,SUPERVISED SKILL IN BIOLOGY PRACTICE,ทักษะในการควบคุมปฏิบัติการชีววิทยา,SKILL BIOL PRAC,1
2303504,MOLECULAR PHYLOGENETICS,วิวัฒนาการชาติพันธุ์เชิงโมเลกุล,MOL PHYLOGEN,3
2303519,PRINCIPLES OF ANIMAL TAXONOMY,\N,PRINC OF ANI TAX,3
2303521,ZOOGEOGRAPHY,\N,ZOOGEOGRAPHY,2
2303524,ANIMAL ECOLOGY,\N,ANIMAL ECOLOGY,3
2303547,ECONOMIC INVERTEBRATE,สัตว์เศรษฐกิจที่ไม่มีกระดูกสันหลัง,ECONOMIC INVER,3
2303561,POPULATION ECOLOGY,นิเวศวิทยาประชากร,POPULATION ECOL,3
2303562,MOLECULAR BIOLOGY,ชีววิทยาโมเลกุล,MOL BIO,3
2303609,ADVANCED CELL BIOLOGY,เซลล์ชีววิทยาชั้นสูง,ADV CELL BIOL,4
2303612,MALACOLOGY,\N,MALACOLOGY,3
2303828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2303829,DISSERTATION,วิทยานิพนธ์,DISSERTATION,60
2303894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์,DOC DISSERT SEM,0
2303897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2304101,GENERAL PHYSICS I,ฟิสิกส์ทั่วไป,GEN PHYS I,3
2304102,GENERAL PHYSICS II,ฟิสิกส์ทั่วไป 2,GEN PHYS II,3
2304103,GENERAL PHYSICS I,ฟิสิกส์ทั่วไป 1,GEN PHYS I,3
2304104,GENERAL PHYSICS II,ฟิสิกส์ทั่วไป 2,GEN PHYS II,3
2304105,GENERAL PHYSICS I,ฟิสิกส์ทั่วไป 1,GEN PHYS I,3
2304106,GENERAL PHYSICS II,ฟิสิกส์ทั่วไป 2,GEN PHYS II,3
2304107,GENERAL PHYSICS I,ฟิสิกส์ทั่วไป 1,GEN PHYS I,3
2304108,GENERAL PHYSICS II,ฟิสิกส์ทั่วไป 2,GEN PHYS II,3
2304109,MEDICAL PHYSICS,ฟิสิกส์การแพทย์,MEDICAL PHYS,3
2304110,PHYSICS FOR MEDICAL STUDENTS,ฟิสิกส์สำหรับนิสิตแพทย์,PHYS MED STUDT,2
2304111,PHYSICS I,ฟิสิกส์ 1,PHYSICS I,2
2304112,PHYSICS II,ฟิสิกส์ 2,PHYSICS II,2
2304119,PHYSICS FOR PHARMACISTS,ฟิสิกส์สำหรับเภสัชกร,PHYSICS PHARM,3
2304183,GENERAL PHYSICS LABOLATORY I,ปฏิบัติการฟิสิกส์ทั่วไป 1,GEN PHYS LAB I,1
2304184,GENERAL PHYSICS LABORATORY II,ปฏิบัติการฟิสิกส์ทั่วไป 2,GEN PHYS LAB II,1
2304189,MEDICAL PHYSICS LABORATORY,ปฎิบัติการฟิสิกส์การแพทย์,MEDICAL PHYS LAB,1
2305100,NATIONAL RESOURCES,ทรัพยากรของชาติ,NATIONAL RESOURCES,3
2305101,GENERAL BIOLOGY II,\N,GEN BIO II,3
2305102,GENERAL BIOLOGY LABORATORY II,\N,GEN BIO LAB II,1
2305103,PLANTS FOR BETTER LIFE,พืชเพื่อการเสริมสร้างคุณภาพชีวิต,PL BETTER LIFE,3
2305104,MAN AND NATURE,มนุษย์กับธรรมชาติ,MAN/NATURE,3
2305106,PLANTS AND HUMANITY,พืชกับมนุษยชาติ,PLANTS/HUMANITY,3
2305107,PLANT WORLD,\N,PLANT WORLD,3
2305108,BIOTECHNOLOGY IN DAILY LIFE,เทคโนโลยีชีวภาพในชีวิตประจำวัน,BIOTECH DAILY LIFE,3
2305109,PLANT GROWING TECHNOLOGY,เทคโนโลยีการปลูกพืช,PL GROW TECH,3
2305151,ORGANIC GARDENING,การทำสวนแบบอินทรีย์,ORGANIC GARDENING,3
2305161,GENETICS FOR LIFE,พันธุศาสตร์เพื่อชีวิต,GENETICS FOR LIFE,3
2305202,INTRODUCTION TO PLANT SCIENCES,พืชศาสตร์เบื้องต้น,INTRO PLANT SCI,4
2305251,FARM MANAGEMENT II,การจัดการฟาร์ม 2,FARM MGT II,4
2305454,HORTICULTURAL PLANT PRODUCTION,การผลิตพืชสวน,HORT PLANT PROD,3
2305455,AGRONOMIC PLANT PRODUCTION,การผลิตพืชไร่,AGRON PLANT PROD,3
2305485,PLANT PEST CONTROL,การควบคุมศัตรูพืช,PLANT PEST CONTROL,3
2305486,ECONOMIC MUSHROOM CULTIVATION,การเพาะเห็ดเศรษฐกิจ,ECON MUSHROOM CULT,3
2305503,INDUSTRIAL BOTANY,พฤกษศาสตร์เชิงอุตสาหกรรม,IND BOTANY,2
2305503,INDUSTRIAL BOTANY,พฤกษศาสตร์เชิงอุตสาหกรรม,IND BOTANY,2
2305505,PLANT MOLECULAR BIOLOGY,ชีววิทยาโมเลกุลของพืช,PLANT MOL BIOL,3
2305505,PLANT MOLECULAR BIOLOGY,ชีววิทยาโมเลกุลของพืช,PLANT MOL BIOL,3
2305507,COMPUTERIZED TECHNIQUES IN PLANT MOLECULAR ANALYSIS,เทคนิคการวิเคราะห์ข้อมูลโมเลกุลทางพืชด้วยโปรแกรมคอวพิวเตอร์,COMP PL MOL ANAL,2
2305507,COMPUTERIZED TECHNIQUES IN PLANT MOLECULAR ANALYSIS,เทคนิคการวิเคราะห์ข้อมูลโมเลกุลทางพืชด้วยโปรแกรมคอวพิวเตอร์,COMP PL MOL ANAL,2
2305550,POSTHARVEST PHYSIOLOGY,สรีรวิทยาหลังการเก็บเกี่ยว,POSTHARVEST PHYSIO,2
2305550,POSTHARVEST PHYSIOLOGY,สรีรวิทยาหลังการเก็บเกี่ยว,POSTHARVEST PHYSIO,2
2305556,CELL STRUCTURE AND FUNCTION,โครงสร้างและหน้าที่ของเซลล์,CELL STRUCT & FUNC,3
2305556,CELL STRUCTURE AND FUNCTION,โครงสร้างและหน้าที่ของเซลล์,CELL STRUCT & FUNC,3
2305556,CELL STRUCTURE AND FUNCTION,\N,CELL STRUCT & FUNC,3
2305557,PHYSICAL ENVIRONMENT AND PLANT RESPONSE,\N,PHYS ENVIR PL RESP,3
2305571,METHODOLOGY IN PLANT MOLECULAR BIOLOGY,วิธีการทางชีววิทยาระดับโมเลกุลของพืช,MET PL MOL BIO,2
2305572,METHODOLOGY IN PLANT MOLECULAR BIOLOGY LABORATORY,ปฏิบัติการวิธีการทางชีววิทยาระดับโมเลกุลของพืช,MET PL MOL BIO LAB,2
2305602,RESEARCH TECHNIQUES AND MANAGEMENT IN PLANT SCIENCE,เทคนิคงานวิจัยและการจัดการทางพืชศาสตร์,RES TECH/MGT,1
2305603,RESEARCH TECHNIQUES AND MANAGEMENT IN PLANT SCIENCE LABORATORY,ปฎิบัติการเทคนิคงานวิจัยและการจัดการทางพืชศาสตร์,RES TECH/MGT LAB,1
2305604,DEVELOPMENT OF BOTANY,พัฒนาการทางพฤกษศาสตร์,DEV BOTANY,2
2305604,DEVELOPMENT OF BOTANY,พัฒนาการทางพฤกษศาสตร์,DEV BOTANY,2
